cas_number,compound_name,related_cas,source_sheet
137-30-4,ビス（Ｎ，Ｎ－ジメチルジチオカルバミン酸）亜鉛（別名ジラム）,137-30-4,R8.4時点適用対象物質及び裾切値一覧
137-32-6,２－メチルブタン－１－オール,137-32-6,R8.4時点適用対象物質及び裾切値一覧
137-42-8,Ｎ－メチルジチオカルバミン酸ナトリウム（別名メタムナトリウム塩）,137-42-8,R8.4時点適用対象物質及び裾切値一覧
137-58-6,リドカイン,137-58-6,R8.4時点適用対象物質及び裾切値一覧
13701-59-2,メタホウ酸バリウム,13701-59-2,R10.4追加等対象物質及び裾切値一覧
13718-26-8,メタバナジン酸ナトリウム,13718-26-8,R8.4時点適用対象物質及び裾切値一覧
13775-53-6,ヘキサフルオロアルミン酸三ナトリウム,13775-53-6,R8.4時点適用対象物質及び裾切値一覧
13780-06-8,亜硝酸カルシウム,13780-06-8,R8.4時点適用対象物質及び裾切値一覧
138-22-7,乳酸ノルマル－ブチル,138-22-7,R8.4時点適用対象物質及び裾切値一覧
138-86-3,ジペンテン,138-86-3,R8.4時点適用対象物質及び裾切値一覧
138-89-6,Ｎ，Ｎ－ジメチル－４－ニトロソアニリン,138-89-6,R8.4時点適用対象物質及び裾切値一覧
13838-16-9,２－クロロ－１，１，２－トリフルオロエチルジフルオロメチルエーテル（別名エンフルラン）,13838-16-9,R8.4時点適用対象物質及び裾切値一覧
13840-33-0,次亜塩素酸リチウム,13840-33-0,R9.4追加等対象物質及び裾切値一覧
138526-69-9,５－ブロモ－１，２，３－トリフルオロベンゼン,138526-69-9,R8.4時点適用対象物質及び裾切値一覧
139-07-1,アルキル（ベンジル）（ジメチル）アンモニウム=クロリド（アルキル基の炭素数が１２から１６までのもの及びその混合物に限る。）,"122-18-9,139-07-1,139-08-2,68424-85-1,85409-22-9",R9.4追加等対象物質及び裾切値一覧
139-08-2,アルキル（ベンジル）（ジメチル）アンモニウム=クロリド（アルキル基の炭素数が１２から１６までのもの及びその混合物に限る。）,"122-18-9,139-07-1,139-08-2,68424-85-1,85409-22-9",R9.4追加等対象物質及び裾切値一覧
139-13-9,ニトリロ三酢酸,139-13-9,R8.4時点適用対象物質及び裾切値一覧
139-40-2,２－クロロ－４，６－ビス（イソプロピルアミノ）－１，３，５－トリアジン,139-40-2,R8.4時点適用対象物質及び裾切値一覧
139-65-1,４，４’－ジアミノジフェニルスルフィド,139-65-1,R8.4時点適用対象物質及び裾切値一覧
13909-09-6,Ｎ－（２－クロロエチル）－Ｎ’－（４－メチルシクロヘキシル）－Ｎ－ニトロソ尿素,13909-09-6,R8.4時点適用対象物質及び裾切値一覧
13925-07-0,２－エチル－３，５－ジメチルピラジン,13925-07-0,R8.4時点適用対象物質及び裾切値一覧
1395-21-7,サチライシン,"1395-21-7,9014-01-1",R8.4時点適用対象物質及び裾切値一覧
13952-84-6,セカンダリ－ブチルアミン,13952-84-6,R8.4時点適用対象物質及び裾切値一覧
13967-50-5,ジシアノ金（Ⅰ）酸カリウム,13967-50-5,R8.4時点適用対象物質及び裾切値一覧
13987-01-4,プロピレン三量体,13987-01-4,R8.4時点適用対象物質及び裾切値一覧
139920-32-4,（ＲＳ）－２－シアノ－Ｎ－［（Ｒ）－１－（２，４－ジクロロフェニル）エチル］－３，３－ジメチルブチラミド（別名ジクロシメット）,139920-32-4,R8.4時点適用対象物質及び裾切値一覧
140-01-2,五ナトリウム＝２，２’，２’’，２’’’－｛［ (カルボキシラトメチル) アザンジイル］ビス (エタン－２，１－ジイルニトリロ) ｝テトラアセタート」,140-01-2,R10.4追加等対象物質及び裾切値一覧
140-11-4,酢酸ベンジル,140-11-4,R8.4時点適用対象物質及び裾切値一覧
140-29-4,フェニルアセトニトリル（別名シアン化ベンジル）,140-29-4,R8.4時点適用対象物質及び裾切値一覧
140-31-8,Ｎ－アミノエチルピペラジン,140-31-8,R8.4時点適用対象物質及び裾切値一覧
140-56-7,硫酸パラジメチルアミノフェニルジアゾニウム及びそのナトリウム塩,140-56-7,R8.4時点適用対象物質及び裾切値一覧
140-57-8,亜硫酸＝１－［４－（ターシャリ－ブチル）フェノキシ］プロパン－２－イル＝（２－クロロエチル）,140-57-8,R8.4時点適用対象物質及び裾切値一覧
140-66-9,４－（１，１，３，３－テトラメチルブチル）フェノール,140-66-9,R8.4時点適用対象物質及び裾切値一覧
140-88-5,アクリル酸エチル,140-88-5,R8.4時点適用対象物質及び裾切値一覧
1402-68-2,アフラトキシン,1402-68-2,R8.4時点適用対象物質及び裾切値一覧
14047-09-7,ビス（３，４－ジクロロフェニル）ジアゼン,14047-09-7,R8.4時点適用対象物質及び裾切値一覧
141-05-9,マレイン酸ジエチル,141-05-9,R9.4追加等対象物質及び裾切値一覧
141-10-6,プソイドヨノン,141-10-6,R8.4時点適用対象物質及び裾切値一覧
141-30-0,３，６－ジクロロピリダジン,141-30-0,R8.4時点適用対象物質及び裾切値一覧
141-32-2,アクリル酸ノルマル－ブチル,141-32-2,R8.4時点適用対象物質及び裾切値一覧
141-43-5,２－アミノエタノール,141-43-5,R8.4時点適用対象物質及び裾切値一覧
141-66-2,りん酸ジメチル＝（Ｅ）－１－（Ｎ，Ｎ－ジメチルカルバモイル）－１－プロペン－２－イル（別名ジクロトホス）,141-66-2,R8.4時点適用対象物質及び裾切値一覧
141-75-3,ブチリル＝クロリド,141-75-3,R8.4時点適用対象物質及び裾切値一覧
141-78-6,酢酸エチル,141-78-6,R8.4時点適用対象物質及び裾切値一覧
141-79-7,酸化メシチル,141-79-7,R8.4時点適用対象物質及び裾切値一覧
141-82-2,マロン酸,141-82-2,R8.4時点適用対象物質及び裾切値一覧
141-90-2,２－チオウラシル,141-90-2,R8.4時点適用対象物質及び裾切値一覧
141-93-5,ジエチルベンゼン,"135-01-3,141-93-5,105-05-5",R8.4時点適用対象物質及び裾切値一覧
141-97-9,アセト酢酸エチル,141-97-9,R8.4時点適用対象物質及び裾切値一覧
141517-21-7,メチル＝（Ｅ）－メトキシイミノ－［２－［［［［（Ｅ）－１－［３－（トリフルオロメチル）フェニル］エチリデン］アミノ］オキシ］メチル］フェニル］アセタート（別名トリフロキシストロビン）,141517-21-7,R8.4時点適用対象物質及び裾切値一覧
142-04-1,アニリン塩酸塩,142-04-1,R8.4時点適用対象物質及び裾切値一覧
142-16-5,ビス（２－エチルヘキシル）＝（Ｚ）－ブタ－２－エンジオアート,142-16-5,R9.4追加等対象物質及び裾切値一覧
142-19-8,アリル＝ヘプタノアート,142-19-8,R8.4時点適用対象物質及び裾切値一覧
142-22-3,２，２’－オキシジエチルビス（アリルカルボナート）,142-22-3,R8.4時点適用対象物質及び裾切値一覧
142-28-9,１，３－ジクロロプロパン,142-28-9,R8.4時点適用対象物質及び裾切値一覧
142-29-0,シクロペンテン,142-29-0,R8.4時点適用対象物質及び裾切値一覧
142-59-6,二ナトリウム＝エタン－１，２－ジイルジカルバモジチオアート,142-59-6,R8.4時点適用対象物質及び裾切値一覧
142-62-1,ヘキサン酸,142-62-1,R8.4時点適用対象物質及び裾切値一覧
142-64-3,ピペラジン二塩酸塩,142-64-3,R8.4時点適用対象物質及び裾切値一覧
142-68-7,テトラヒドロピラン,142-68-7,R8.4時点適用対象物質及び裾切値一覧
142-82-5,ヘプタン,142-82-5,R8.4時点適用対象物質及び裾切値一覧
142-83-6,（２Ｅ，４Ｅ）－ヘキサ－２，４－ジエナール,142-83-6,R8.4時点適用対象物質及び裾切値一覧
142-84-7,ジプロピルアミン,142-84-7,R8.4時点適用対象物質及び裾切値一覧
142-92-7,酢酸ヘキシル,142-92-7,R8.4時点適用対象物質及び裾切値一覧
142-96-1,ブチルエーテル,142-96-1,R8.4時点適用対象物質及び裾切値一覧
14221-47-7,しゆう酸鉄（Ⅲ）三アンモニウム,14221-47-7,R8.4時点適用対象物質及び裾切値一覧
142459-58-3,４’－フルオロ－Ｎ－イソプロピル－２－（５－トリフルオロメチル－１，３，４－チアジアゾール－２－イルオキシ）アセトアニリド（別名フルフェナセット）,142459-58-3,R9.4追加等対象物質及び裾切値一覧
142844-00-6,リフラクトリーセラミックファイバー,142844-00-6,R8.4時点適用対象物質及び裾切値一覧
143-08-8,１－ノナノール（別名ノルマル－ノニルアルコール）,143-08-8,R8.4時点適用対象物質及び裾切値一覧
143-18-0,カリウム＝（Ｚ）－オレアート,143-18-0,R8.4時点適用対象物質及び裾切値一覧
143-22-6,トリエチレングリコールモノブチルエーテル,143-22-6,R8.4時点適用対象物質及び裾切値一覧
143-24-8,２，５，８，１１，１４－ペンタオキサペンタデカン,143-24-8,R9.4追加等対象物質及び裾切値一覧
143-33-9,シアン化ナトリウム,143-33-9,R8.4時点適用対象物質及び裾切値一覧
143-50-0,デカクロロペンタシクロ［５．３．０．０２，６．０３，９．０４，８］デカン－５－オン（別名クロルデコン）,143-50-0,R8.4時点適用対象物質及び裾切値一覧
14314-69-3,カリウム２，４－ジニトロフェノラート,14314-69-3,R8.4時点適用対象物質及び裾切値一覧
14324-55-1,ジエチルジチオカルバミン酸亜鉛,14324-55-1,R8.4時点適用対象物質及び裾切値一覧
143390-89-0,メチル＝（Ｅ）－メトキシイミノ［２－（オルト－トリルオキシメチル）フェニル］アセタート（別名クレソキシムメチル）,143390-89-0,R8.4時点適用対象物質及び裾切値一覧
1435-48-9,２，４－ジクロロ－１－フルオロベンゼン,1435-48-9,R8.4時点適用対象物質及び裾切値一覧
144-41-2,ジチオりん酸Ｏ，Ｏ－ジメチルＳ－［（モルホリノカルボニル）メチル］,144-41-2,R8.4時点適用対象物質及び裾切値一覧
144-49-0,モノフルオール酢酸,144-49-0,R8.4時点適用対象物質及び裾切値一覧
144-54-7,Ｎ－メチルジチオカルバミン酸（別名カーバム）,144-54-7,R8.4時点適用対象物質及び裾切値一覧
144-62-7,しゆう酸,144-62-7,R8.4時点適用対象物質及び裾切値一覧
14409-72-4,２６－（４－ノニルフェノキシ）－３，６，９，１２，１５，１８，２１，２４－オクタオキサヘキサコサン－１－オール,14409-72-4,R8.4時点適用対象物質及び裾切値一覧
14484-64-1,トリス（Ｎ，Ｎ－ジメチルジチオカルバメート）鉄（別名ファーバム）,14484-64-1,R8.4時点適用対象物質及び裾切値一覧
145-73-3,（１Ｒ，２Ｓ，３Ｒ，４Ｓ）－７－オキサビシクロ［２．２．１］ヘプタン－２，３－ジカルボン酸（別名エンドタール）,145-73-3,R8.4時点適用対象物質及び裾切値一覧
146-84-9,銀（Ⅰ）２，４，６－トリニトロフェノラート,146-84-9,R8.4時点適用対象物質及び裾切値一覧
1460-02-2,１，３，５－トリ－ターシャリ－ブチルベンゼン,1460-02-2,R8.4時点適用対象物質及び裾切値一覧
1464-53-5,２，２’－ビオキシラン,1464-53-5,R8.4時点適用対象物質及び裾切値一覧
14667-55-1,２，３，５－トリメチルピラジン,14667-55-1,R8.4時点適用対象物質及び裾切値一覧
1467-79-4,ジメチルシアナミド,1467-79-4,R8.4時点適用対象物質及び裾切値一覧
14698-29-4,５－エチル－５，８－ジヒドロ－８－オキソ－［１，３］ジオキソロ［４，５－ｇ］キノリン－７－カルボン酸（別名オキソリニック酸）,14698-29-4,R8.4時点適用対象物質及び裾切値一覧
147-24-0,ジフェンヒドラミン塩酸塩,147-24-0,R8.4時点適用対象物質及び裾切値一覧
14708-13-5,テトラフルオロほう酸マグネシウム,14708-13-5,R8.4時点適用対象物質及び裾切値一覧
1477-55-0,メタ－キシリレンジアミン,1477-55-0,R8.4時点適用対象物質及び裾切値一覧
1478-61-1,４，４’－［２，２，２－トリフルオロ－１－（トリフルオロメチル）エチリデン］ジフェノール,1478-61-1,R10.4追加等対象物質及び裾切値一覧
148-01-6,２－メチル－３，５－ジニトロベンズアミド（別名ジニトルミド）,148-01-6,R8.4時点適用対象物質及び裾切値一覧
148-18-5,ジエチルジチオカルバミン酸ナトリウム,148-18-5,R8.4時点適用対象物質及び裾切値一覧
148-24-3,８－ヒドロキシキノリン（別名８－キノリノール）,148-24-3,R8.4時点適用対象物質及び裾切値一覧
148-79-8,２－（１，３－チアゾール－４－イル）－１Ｈ－ベンゾイミダゾール,148-79-8,R8.4時点適用対象物質及び裾切値一覧
148-82-3,（Ｓ）－２－アミノ－３－［４－［ビス（２－クロロエチル）アミノ］フェニル］プロパン酸（別名メルファラン）,148-82-3,R8.4時点適用対象物質及び裾切値一覧
14808-60-7,結晶質シリカ,14808-60-7,R8.4時点適用対象物質及び裾切値一覧
148477-71-8,２，２－ジメチルブタン酸＝３－（２，４－ジクロロフェニル）－２－オキソ－１－オキサスピロ［４．５］デカ－３－エン－４－イル（別名スピロジクロフェン）,148477-71-8,R9.4追加等対象物質及び裾切値一覧
